row_id,sample_name,label,target_region_group,paired_light_status,cluster_id,landscape_component_1,landscape_component_2
1043,BD-320,1,RBD,paired,3,24.938661909941438,-8.913729393599292
1044,BD-614,1,RBD,paired,4,4.10885305535663,-1.0392686577150165
1045,BD-692,1,RBD,paired,1,-4.335375260494869,6.841024992560139
1046,BD-809,1,RBD,paired,4,-2.7819519959755286,4.933744865376124
1047,BD-815,1,RBD,paired,4,-3.7166188761031207,2.4856866110530653
1048,BD-917,1,RBD,paired,1,-6.745931908220184,4.218581350832821
1049,BD55-746,1,RBD,paired,1,-9.389773942578142,2.2708618054729297
1050,BD55-1041,1,RBD,paired,8,-9.919727645256842,-3.9484404622330898
1051,BD55-1208,1,RBD,paired,1,-9.550263203135835,2.0235765903253995
1052,BD55-1338,1,RBD,paired,1,-6.7135735314554426,7.867847469315633
1053,BD55-1404,1,RBD,paired,1,-6.819081757272001,6.620094423269646
1054,BD55-1453,1,RBD,paired,1,-6.69232812330713,5.7842685771337825
1055,BD55-1472,1,RBD,paired,1,-6.9159779600296325,2.3944993037637676
1056,BD55-1486,1,RBD,paired,4,-1.1372857094948214,8.743626073784764
1057,BD55-1638,1,RBD,paired,4,-7.571616278252025,-0.18066054426096476
1058,BD55-3337,1,RBD,paired,1,-4.1999392381199865,-1.9238109126956635
1059,BD55-3372,1,RBD,paired,8,-11.823066650293622,-1.2310992933764437
1060,BD55-3500,1,RBD,paired,4,-3.507345802411731,2.741548313225646
1061,BD55-3597,1,RBD,paired,4,-4.1772276143992775,0.9033899755002476
1062,BD55-4484,1,RBD,paired,4,-4.920759739972517,5.3655124851196785
1063,BD55-4637,1,RBD,paired,1,-9.04994897016597,2.8316705555916375
1064,BD55-5256,1,RBD,paired,1,-7.142947869893299,0.8616956601288848
1065,BD55-5259,1,RBD,paired,7,-9.110691430920978,11.284983401567276
1066,BD55-5263,1,RBD,paired,1,-3.2902096377681147,-2.407031693585138
1067,BD55-5300,1,RBD,paired,1,-8.014696604607854,-1.3958520463135329
1068,BD55-5379,1,RBD,paired,7,-8.138996607414507,8.884567376065645
1069,BD55-5466,1,RBD,paired,7,-7.592902719518104,14.884381656400608
1070,BD55-5472,1,RBD,paired,4,-4.775310871171349,1.4079327547354532
1071,BD55-5477,1,RBD,paired,1,-3.625860496531226,9.086487104377259
1072,BD55-5483,1,RBD,paired,1,-10.048044937872005,3.981448020835088
1073,BD55-5484,1,RBD,paired,1,-11.815774089408134,-2.6979906369130995
1074,BD55-5514,1,RBD,paired,4,-4.8033015021451995,1.0819146454946436
1075,BD55-5568,1,RBD,paired,1,-7.34486128387945,1.5528116256367706
1076,BD55-5583,1,RBD,paired,1,-6.8860851137069305,-2.8070443714084004
1077,BD55-5593,1,RBD,paired,1,-8.775430027454375,1.793499465463835
1078,BD55-5625,1,RBD,paired,4,-7.169615778322867,2.1394869063143034
1079,BD55-5629,1,RBD,paired,1,-9.095744124334912,1.6456527042444513
1080,BD55-5630,1,RBD,paired,7,-7.139484557271179,11.80946804253277
1081,BD55-5649,1,RBD,paired,1,-6.8919918322525975,2.5968263199504578
1082,BD55-5687,1,RBD,paired,4,-6.026343410399935,2.005082970059034
1083,BD55-5747,1,RBD,paired,1,-3.3651174207156664,6.229951438389215
1084,BD55-6346,1,RBD,paired,1,-6.039615980231439,5.645041588100776
1085,BD55-6637,1,RBD,paired,1,-7.433011722647567,2.707930312277952
1086,BD57-010,1,RBD,paired,4,-6.334514273057544,2.602855525029993
1087,BD57-013,1,RBD,paired,4,-4.574449037502729,2.6147964519864724
1088,BD57-015,1,RBD,paired,1,-7.29068632560471,6.571441742780466
1089,BD57-021,1,RBD,paired,4,-4.429280491425111,1.7807887571872847
1090,BD57-024,1,RBD,paired,7,10.257016102754893,4.71678742162905
1091,BD57-027,1,RBD,paired,4,-3.239576108090862,6.01414615040945
1092,BD57-028,1,RBD,paired,4,-7.1903692175269684,0.7400218011155105
1093,BD57-029,1,RBD,paired,1,-3.775950895614606,3.674945817096865
1094,BD57-032,1,RBD,paired,3,20.505139109377815,-12.073302299883412
1095,BD57-033,1,RBD,paired,1,-6.755794424618726,3.0847708633054287
1096,BD57-034,1,RBD,paired,8,-8.319696492207099,1.157152134534442
1097,BD57-041,1,RBD,paired,1,-5.395540786956979,3.655869011367805
1098,BD57-053,1,RBD,paired,4,-3.4235088555400206,0.10081069224475131
1099,BD57-056,1,RBD,paired,4,-7.347979117656646,-0.9540194578222111
1100,BD57-057,1,RBD,paired,4,7.649820860805698,2.7241021255628612
1101,BD57-079,1,RBD,paired,1,-5.253561621725455,4.172800660379921
1102,BD57-088,1,RBD,paired,1,-4.317352670638265,11.894626215292513
1103,BD57-096,1,RBD,paired,1,-8.293144328805251,1.793159214662737
1104,BD57-100,1,RBD,paired,4,-5.904383346527567,-1.8203613136857248
1105,BD56-023,1,RBD,paired,4,-6.852159472519436,4.130240174644728
1106,BD56-027,1,RBD,paired,1,-8.090654496015967,0.5118063326121378
1107,BD56-044,1,RBD,paired,1,-8.208273594623636,4.762175004367836
1108,BD56-046,1,RBD,paired,7,-3.6464339338436225,10.325773329603306
1109,BD56-049,1,RBD,paired,1,-8.757330478988942,6.436082293165396
1110,BD56-058,1,RBD,paired,1,-8.906877149559127,3.237999482669207
1111,BD56-067,1,RBD,paired,1,-6.114249871135596,5.084297946835947
1112,BD56-071,1,RBD,paired,4,-3.7911574268551376,4.143604580872819
1113,BD56-076,1,RBD,paired,8,-9.562638683813791,-2.1600371812610066
1114,BD56-079,1,RBD,paired,8,-6.815578793724564,-0.38013127178176376
1115,BD56-092,1,RBD,paired,1,-9.329104338613822,7.420791327808362
1116,BD56-096,1,RBD,paired,1,-8.135735709434778,3.27569852130603
1117,BD56-102,1,RBD,paired,4,-6.820141271449325,3.930667064454776
1118,BD56-103,1,RBD,paired,1,-5.8086752901452074,2.6991955393402853
1119,BD56-104,1,RBD,paired,1,-6.924660535434637,2.554509025718707
1120,BD56-106,1,RBD,paired,4,-4.371182619999326,7.881340471520229
1121,BD56-108,1,RBD,paired,1,-7.289373479896156,3.3428991153069325
1122,BD56-109,1,RBD,paired,1,-4.9171252279784134,2.803781180890415
1123,BD56-110,1,RBD,paired,1,-5.925396034217171,3.448803205277115
1124,BD56-111,1,RBD,paired,1,-7.77862221686631,1.419584553189853
1125,BD56-124,1,RBD,paired,4,-7.629001138264587,-4.217836248551543
1126,BD56-127,1,RBD,paired,1,-8.92156915035169,1.7572545536990765
1127,BD56-128,1,RBD,paired,4,-6.943635666792777,1.1719944724491829
1128,BD56-140,1,RBD,paired,4,-7.1266085654321945,0.5611257915598943
1129,BD56-148,1,RBD,paired,4,-5.116915972788647,1.4778085486208434
1130,BD56-149,1,RBD,paired,1,-8.07584527719287,6.962244961093759
1131,BD56-154,1,RBD,paired,1,-6.646232544746092,1.628048196300785
1132,BD56-163,1,RBD,paired,1,-4.87344850251498,4.668821394485271
1133,BD56-170,1,RBD,paired,1,-4.445429616406981,5.5118234664388535
1134,BD56-171,1,RBD,paired,1,-4.647733448570431,7.609735619471165
1135,BD56-172,1,RBD,paired,1,-6.416288783807082,3.264069571919132
1136,BD56-188,1,RBD,paired,1,-6.820173879288564,7.429786333151772
1137,BD56-195,1,RBD,paired,4,-3.425450414732915,1.0564671328957078
1138,BD56-196,1,RBD,paired,1,-4.072156209461533,8.29661928578401
1139,BD56-197,1,RBD,paired,1,-4.2389314549538675,10.703752209830663
1140,BD56-198,1,RBD,paired,1,-6.912799936898623,4.682762759054075
1141,BD56-201,1,RBD,paired,1,-8.217354178437407,3.703238632421245
1142,BD56-204,1,RBD,paired,1,-4.926087427910221,8.214907679157777
1143,BD56-205,1,RBD,paired,1,-4.971384434549111,9.136628715253028
1144,BD56-208,1,RBD,paired,4,-6.881042754795374,-0.2986284214803892
1145,BD56-212,1,RBD,paired,1,-5.397830600240962,4.479690115768075
1146,BD56-213,1,RBD,paired,4,-4.092534322944856,1.0270441919398603
1147,BD56-220,1,RBD,paired,4,-5.599980236889654,5.31053347778704
1148,BD56-222,1,RBD,paired,1,-9.132468589974719,-1.6121163479417637
1149,BD56-229,1,RBD,paired,4,-0.9887653471596919,4.175906748275274
1150,BD56-232,1,RBD,paired,1,-6.215346185887118,3.8551440578578577
1151,BD56-429,1,RBD,paired,1,-7.750541911549139,0.5862521718494325
1152,BD56-436,1,RBD,paired,4,-4.400534249848295,1.8201212102294262
1153,BD56-444,1,RBD,paired,4,-4.683588596642139,-1.5478369103977714
1154,BD56-448,1,RBD,paired,4,-3.714920685486805,1.1385094300883003
1155,BD56-471,1,RBD,paired,1,-7.582180466415032,8.295523830144967
1156,BD56-487,1,RBD,paired,1,-7.671020864829079,-1.2250951762065811
1157,BD56-488,1,RBD,paired,4,-7.591923210277999,0.9539298922983604
1158,BD56-501,1,RBD,paired,4,-6.178281601552667,1.3495561553222315
1159,BD56-511,1,RBD,paired,1,-7.885216237637238,2.1512305424875144
1160,BD56-517,1,RBD,paired,1,-6.971209892589956,5.110376740272828
1161,BD56-522,1,RBD,paired,4,-4.838120382775803,1.4340144033312952
1162,BD56-523,1,RBD,paired,4,-4.5222387277776885,4.255955854757401
1163,BD56-527,1,RBD,paired,1,-4.8205757266304765,5.962731264403137
1164,BD56-530,1,RBD,paired,1,-4.835066886837426,1.5729352082893653
1165,BD56-539,1,RBD,paired,1,-5.072159601011912,3.3329059793171303
1166,BD56-540,1,RBD,paired,1,-4.483019155729738,7.111418505380681
1167,BD56-544,1,RBD,paired,7,-7.171250907508987,8.147529571658618
1168,BD56-547,1,RBD,paired,4,-3.1234974053988287,2.83231109975939
1169,BD56-551,1,RBD,paired,1,-4.073305065825487,4.423108169570993
1170,BD56-561,1,RBD,paired,1,-6.455566028955892,3.1906216647894894
1171,BD56-564,1,RBD,paired,1,-4.278955484330002,8.408666678255571
1172,BD56-567,1,RBD,paired,1,-5.325003227056954,6.100531456951286
1173,BD56-568,1,RBD,paired,1,-5.379665668624713,6.1244618386552325
1174,BD56-569,1,RBD,paired,4,-4.511947499185382,1.8540769081462742
1175,BD56-570,1,RBD,paired,7,-10.033794763348695,8.168511056684077
1176,BD56-576,1,RBD,paired,4,-4.92702901833565,-0.10703311607830732
1177,BD56-583,1,RBD,paired,1,-6.923564216737087,4.244714952819002
1178,BD56-597,1,RBD,paired,1,-5.242502344834082,7.480851378696218
1179,BD56-598,1,RBD,paired,4,-3.24507642153972,5.381454987249994
1180,BD56-609,1,RBD,paired,4,-5.954049752755003,-3.7423400523957424
1181,BD56-612,1,RBD,paired,4,-4.540596638626891,2.953667049929921
1182,BD56-622,1,RBD,paired,1,-4.147542381880881,5.989106124977211
1183,BD56-624,1,RBD,paired,1,-6.746927357147991,7.27306806672869
1184,BD56-625,1,RBD,paired,4,-7.733508628911676,2.918955117936828
1185,BD56-627,1,RBD,paired,4,-5.332393791463347,3.8469150269017107
1186,BD56-628,1,RBD,paired,1,-3.2233259643233647,2.8954863947009155
1187,BD56-642,1,RBD,paired,1,-7.119336998197329,7.038512355890616
1188,BD56-648,1,RBD,paired,1,-7.443888463670161,2.655855475432671
1189,BD56-666,1,RBD,paired,4,-4.758164628601347,2.348410073595454
1190,BD56-674,1,RBD,paired,4,-6.029268702286857,0.4973372007303983
1191,BD56-679,1,RBD,paired,1,-8.049502658520927,4.040317619815731
1192,BD56-701,1,RBD,paired,1,-7.9719955740020305,0.03075651757083127
1193,BD56-702,1,RBD,paired,1,-6.359829049535207,4.0580748447897825
1194,BD56-716,1,RBD,paired,4,-5.7960916036766505,3.9945436544451036
1195,BD56-719,1,RBD,paired,1,-6.498953235133612,5.223563572258132
1196,BD56-722,1,RBD,paired,1,-3.7797076647020402,5.168105580186577
1197,BD56-723,1,RBD,paired,4,-0.468183069863104,4.148519513838922
1198,BD56-724,1,RBD,paired,1,-8.021046698043541,4.4542865374658
1199,BD56-800,1,RBD,paired,4,0.6129751895294192,1.7212567921201947
1200,BD56-802,1,RBD,paired,5,29.07564558569532,7.9955894780798715
1201,BD56-807,1,RBD,paired,1,-2.775573669599021,8.000534003280228
1202,BD56-827,1,RBD,paired,1,-1.8752544515882652,0.5159101431038865
1203,BD56-839,1,RBD,paired,3,18.59873196014141,-7.138736518848349
1204,BD56-848,1,RBD,paired,1,4.933167309023648,6.5808604838672435
1205,BD56-854,1,RBD,paired,4,-2.3645309936383563,2.7063951285382846
1206,XGv-018,1,RBD,paired,1,-5.736503502359466,4.231116781949831
1207,XGv-072,1,RBD,paired,4,-0.560948654629749,2.771395600882658
1208,XGv-212,1,RBD,paired,4,-2.6110946436727214,4.693081593879913
1209,XGv-252,1,RBD,paired,1,-6.160112654206398,3.9978982910678087
1210,XGv-401,1,RBD,paired,4,2.2403274488992526,-0.22031918890129204
1211,XGv-405,1,RBD,paired,4,-6.809535202779186,5.147513661216559
1212,XGv-418,1,RBD,paired,1,-6.727388427749385,5.621795569912707
1213,XGv-422,1,RBD,paired,7,-7.942000942979918,5.8971512194877125
1214,Alsoussi_1E2,0,RBD,paired,0,-5.999403213049084,-2.7131674903606093
1215,Alsoussi_2E06,1,RBD,paired,0,-6.649018934158372,-3.169249024514866
1216,Alsoussi_1E07,1,RBD,paired,0,-5.391928904628453,-3.4055057753701083
1217,Alsoussi_1E10,0,RBD,paired,0,7.547952025777352,-11.960246662651134
1218,Alsoussi_2E10,0,RBD,paired,0,-6.959177278355472,-6.609317454492613
1219,002-S21F2,1,RBD,paired,4,-1.6399388692310082,5.640833973558863
1220,0304-2F8,0,other,paired,8,-11.152581436330037,2.0283896508567953
1221,0304-3H3,1,other,paired,8,-10.850192885942006,3.179383431716772
1222,0304-4A10,0,other,paired,4,-3.7070579735272933,4.521043135189785
1223,0304-4A2,0,RBD,paired,8,-9.875588558026472,-4.748046020162247
1224,0317-A1,0,other,paired,7,-4.016613334199483,9.298620045848114
1225,0317-A2,0,other,paired,5,15.934729278884321,14.461482548814343
1226,0317-A3,0,other,paired,7,-7.599630929419199,8.862560469399535
1227,0317-A7,0,RBD,paired,8,-7.1943938357579915,-4.293621394377359
1228,0317-A8,0,RBD,paired,3,25.892183821225622,-19.795502407534975
1229,0317-A9,0,other,paired,5,17.214011928239376,-7.556838941046977
1230,0317-B1,0,other,paired,7,-3.8394291611620033,7.864535066395261
1231,0317-C4,0,other,paired,4,1.8553912657484544,2.13024218632877
1232,0317-C9,0,other,paired,8,23.276746314558387,-2.5122063844397498
1233,10C10,0,other,paired,7,-4.476664278513895,13.157208448353929
1234,10D12,1,RBD,paired,4,-4.837671392298921,1.9391243171880055
1235,13G9,1,RBD,paired,4,2.9929891656405174,5.363181011236703
1236,15A7,1,RBD,paired,1,-5.877443786943551,5.708815586369809
1237,18H2,1,other,paired,1,-7.222669345431934,0.4088638700962506
1238,1A09,0,RBD,paired,0,13.116417931657448,-5.5812291543077235
1239,1A10,0,RBD,paired,0,-5.475724705442948,-6.0495854698723575
1240,1A12,1,RBD,paired,0,-5.199146766169604,-3.483636636522536
1241,1B07,1,RBD,paired,0,0.25111959566670916,-1.3484538476225105
1242,1B10,1,RBD,paired,0,3.9756454200886875,-3.2207348473503328
1243,1C05,1,RBD,paired,0,-3.9851029152828463,-4.033367079732028
1244,1C06,0,RBD,paired,0,4.010878763213251,-7.38086858913217
1245,1C07,0,RBD,paired,0,-4.618371282491423,-2.931575591011592
1246,1D04,0,RBD,paired,0,-4.054438506961069,-5.662980837517303
1247,1D05,0,RBD,paired,0,-0.5694911985229548,1.2177619072305512
1248,1H06,0,RBD,paired,0,-5.452123277491137,-3.909557407515281
1249,1H10,1,RBD,paired,0,7.8541003098769915,-2.2827538841790243
1250,1M-1D2,1,RBD,paired,8,-8.301651135477979,-3.344640610179576
1251,20D8,1,unknown,paired,0,-1.5907057505162019,-4.125018819522831
1252,23D142,1,RBD,paired,4,-0.6227429241919284,8.899386456629392
1253,23D145,1,RBD,paired,4,-1.640885112917952,9.710273502919653
1254,23D52,1,RBD,paired,4,0.9831649138871721,4.245939278006676
1255,28D9,1,other,paired,7,-7.899257249415747,10.962501664391628
1256,2B04,1,RBD,paired,0,-0.9393143521388402,-1.6393451388057902
1257,2C02,0,RBD,paired,0,2.8178680909508462,-7.578412881321979
1258,2C03,1,RBD,paired,0,-3.8002697322221035,-7.9702710163017265
1259,2C04,0,RBD,paired,0,-6.2628171095262415,-5.641775388532704
1260,2D08,1,RBD,paired,0,-2.0965157178121547,-1.82982155240327
1261,2D11,0,RBD,paired,5,18.818781281293038,0.6025972163087331
1262,2F04,0,RBD,paired,0,-8.364987673345654,-8.312088765886426
1263,2H04,1,RBD,paired,0,-7.8452649070819644,-7.772778892265815
1264,2M-10B11,0,RBD,paired,5,33.737216824538606,7.807986410888555
1265,2M-12D7,0,other,paired,7,-3.56543659625617,17.038818945994986
1266,2M-13A3,0,other,paired,8,-9.266603490332836,2.1033667052697056
1267,2M-13D11,0,other,paired,8,15.063333433788127,-0.8223825681205438
1268,2M-14B2,0,other,paired,7,-5.550189675143262,12.684166601045474
1269,2M-14E4,0,other,paired,7,-8.26791489749349,9.479825201976539
1270,2M-14E5,0,other,paired,8,-9.329193004125171,1.366875486279783
1271,2M-2D1,0,other,paired,8,-9.661887452147928,-4.108942790668504
1272,2M-2D4,0,other,paired,5,28.14235793107936,4.873440330996185
1273,2M-2G12,0,other,paired,1,-10.925554861372586,-6.923533032430692
1274,2M-4G4,0,RBD,paired,4,-5.382474029144193,2.7009009955426233
1275,2M-7E9,0,other,paired,8,-10.292531503296084,-0.8037516183030067
1276,2M-8E7,0,other,paired,3,21.816171224147965,-11.004724672626644
1277,2M-8H10,0,other,paired,7,-7.741253502133621,11.908623983041192
1278,2M-9F10,0,other,paired,1,-11.115706943813333,2.8281380178652786
1279,2M-9H1,0,other,paired,7,-11.84057631627148,1.5052926613380335
1280,31C2,1,other,paired,1,-0.7757763208010006,8.782473463804722
1281,32C7_Fab30,1,RBD,paired,8,-7.4252912886428035,-5.325480859492209
1282,37G2,1,other,paired,1,-3.1906436843356456,9.112237383720666
1283,46472-1,0,other,paired,8,-11.004831692236168,-3.8944481815304974
1284,46472-12,0,RBD,paired,1,-6.809290296108395,-0.2387300468551399
1285,46472-2,0,other,paired,1,-9.27557689835877,6.227425925969116
1286,46472-3,0,other,paired,7,-4.310653619122935,11.613731122291357
1287,46472-4,0,other,paired,7,-7.669291029860622,6.933338727019819
1288,46472-6,0,NTD,paired,1,-8.677560337352805,-2.25584635074248
1289,4A12,1,RBD,light_missing_or_single_chain,6,-11.344820740769952,-29.399613241485586
1290,4A3,1,RBD,paired,4,-0.3928099595346782,8.946259352491493
1291,4AD5,1,RBD,light_missing_or_single_chain,6,-10.193970462931969,-27.55206750361423
1292,4B7,1,RBD,paired,4,-0.771808237670876,4.147106911007152
1293,4C5,1,RBD,light_missing_or_single_chain,6,-9.007520078936775,-26.137904993751796
1294,54042-10,1,other,paired,4,-3.1218369464151303,7.707831316423931
1295,54042-11,1,other,paired,7,-6.167286225664038,8.267175216291717
1296,54042-3,1,other,paired,4,-8.013295667241293,-0.16123818639949408
1297,54042-4,1,RBD,paired,1,-7.54150861069156,3.9876799483607384
1298,54042-5,1,other,paired,4,-4.680638134425683,4.722297156267564
1299,553-15,1,RBD,paired,7,-4.808452129867814,8.321605710258602
1300,553-49,1,RBD,paired,7,1.2288676551603752,12.861398315224411
1301,553-60,1,RBD,paired,4,-5.087201937743341,1.6576441576086003
1302,5D,1,RBD,paired,8,-9.489876733357079,2.433626361793304
1303,6D3,1,other,paired,0,-6.351027297876303,-0.956690348186307
1304,6D6,1,RBD,paired,0,-8.092107267082481,-3.2515533603297415
1305,7B8,1,RBD,paired,4,2.4750488944217794,4.281113896366841
1306,7F0X,1,RBD,paired,0,-6.018793710820241,-1.1180776348894
1307,7F15,1,RBD,paired,4,-11.120609846101429,-7.181144118432568
1308,8D2,0,NTD,paired,3,19.97853930452257,-5.652859411554717
1309,8D9,0,other,paired,8,0.2484206120350432,0.3997733848644696
1310,9A1,0,other,paired,1,-11.699692422409202,-4.01336219988325
1311,9G11,1,RBD,paired,7,-1.4346732371072983,15.885613813312562
1312,9O21K,1,other,paired,7,-10.615767845822187,10.55307411598785
1313,9O21L,1,other,paired,7,-9.68379081140299,10.751977194656257
1314,A10,1,RBD,paired,4,-9.630494578538539,-3.5946795963740787
1315,A34-2,1,RBD,paired,4,-4.065358998925287,5.194655938790657
1316,A5-10,1,RBD,paired,7,-5.57739183115159,9.58318285394768
1317,A8-1,1,RBD,paired,4,1.5388670846069168,4.610953099850472
1318,Ab_510A4,1,RBD,paired,4,-4.426968611523681,5.34991712539481
1319,Ab_510A5,1,RBD,paired,4,2.147477314328306,7.14263821621451
1320,Ab_510G4,1,RBD,paired,4,-3.1673828209384425,4.172849736773853
1321,Ab_510H2,1,RBD,paired,3,24.280759688142748,-4.925645834456983
1322,Ab_510H4,1,RBD,paired,3,19.78715488589793,-3.8930733464579355
1323,Ab_511A5,1,RBD,paired,4,-1.694027633963801,4.772905303094494
1324,Ab_511B4,1,RBD,paired,4,-3.317048875350446,4.5706980649992355
1325,Ab_511G7,1,RBD,paired,1,-2.4273331263607982,7.364774335642168
1326,Ab_51A1,1,RBD,paired,4,-2.343896181502367,10.101869033893024
1327,Ab_51D2,1,RBD,paired,4,-4.1167521009972585,5.110821099439707
1328,Ab_51D3,1,RBD,paired,4,-2.1210058124601345,1.6090135135585688
1329,Ab_51D4,1,RBD,paired,4,-1.0003001840422296,6.270915331571739
1330,Ab_51E12,1,RBD,paired,1,-3.875387591550947,4.108192020346137
1331,Ab_51E7,1,RBD,paired,7,-6.081177918618148,16.238194430756625
1332,Ab_52C6,1,RBD,paired,5,30.13240927395411,7.576708198715269
1333,Ab_52G9,1,RBD,paired,7,6.570730877670834,8.696426941842486
1334,Ab_53F12,1,RBD,paired,4,0.1538273846545213,5.662655436775599
1335,Ab_53H3,1,RBD,paired,8,4.963173991986907,1.8251694340810063
1336,Ab_55A8,1,RBD,paired,3,23.710213440175217,-7.471414458052561
1337,Ab_55C9,1,RBD,paired,4,-4.546297037961286,0.8219067097594178
1338,Ab_56C12,1,RBD,paired,4,-0.08006186716475178,5.724977825214542
1339,Ab_56D7,1,RBD,paired,3,25.427159781810964,-6.352487166173186
1340,Ab_56E1,1,RBD,paired,1,-4.854820796077204,1.7042108377365948
1341,Ab_56H3,1,RBD,paired,4,5.27952445855041,2.9604225912902407
1342,Ab_57A6,1,RBD,paired,7,9.681909127159487,8.276619115676054
1343,Ab_57A8,1,RBD,paired,7,6.397305388957205,5.733034199439647
1344,Ab_57A9,1,RBD,paired,3,16.27001775237665,-2.7301259205285353
1345,Ab_57B8,1,RBD,paired,7,-3.296361561840563,6.194779324596399
1346,Ab_57C4,1,RBD,paired,4,7.684281648717065,3.084994231109092
1347,Ab_57E11,1,RBD,paired,7,-4.551203376050908,9.384064391820692
1348,Ab_57F7,1,RBD,paired,4,-2.2473645982107135,0.40066502229530765
1349,Ab_57G9,1,RBD,paired,4,-2.625136565540235,6.414401938871031
1350,Ab_58G1,1,RBD,paired,7,-5.92946996464594,11.475439999725452
1351,Ab_58G6,1,RBD,paired,4,-3.084385613787925,5.551667370551886
1352,Ab_81C3,1,RBD,paired,4,-2.6655162869038422,4.981009474525946
1353,Ab_81C8,1,RBD,paired,4,-2.764812516696034,0.7405100183384202
1354,Ab_81E1,1,RBD,paired,8,-12.48067551532591,-3.307337421900677
1355,Ab_82F6,1,RBD,paired,4,-2.5950919394495995,6.5715626513943
1356,AB-1987,1,RBD,paired,8,1.7863853674639734,0.5986148145785531
1357,AB-2125,1,RBD,paired,4,3.999603786938504,2.690922121719272
1358,AB-2445,1,RBD,paired,5,31.4009593472776,7.006131442747612
1359,AB-3467,1,RBD,paired,4,2.0351615290160256,0.8055273172372333
1360,ab007,0,RBD,paired,2,54.28827424361087,-5.049187393078732
1361,ab008,1,RBD,paired,5,31.14639065579772,10.843998975354294
1362,ab011,0,RBD,paired,5,35.60892585245972,6.6874703734023475
1363,ab017,0,RBD,paired,7,14.208446410499757,3.654320255249044
1364,ab018,0,RBD,paired,5,32.36978802635825,9.450061766193805
1365,ab026,0,RBD,paired,5,42.00032941049768,2.088819353041038
1366,ab028,0,RBD,paired,2,59.69070075755856,-10.80900575588585
1367,ab029,1,RBD,paired,4,0.30484442701883546,5.046224716933534
1368,ab031,0,RBD,paired,2,48.08794234419958,2.3252173492138297
1369,ab032,0,RBD,paired,2,45.5773642390508,0.5927768117784425
1370,ab059,0,RBD,paired,2,59.02888748183371,-10.139690340109265
1371,ab061,0,RBD,paired,2,58.849993193142915,-7.572632104791419
1372,ab066,1,RBD,paired,2,55.668942167923355,-5.233109852913735
1373,ab072,1,RBD,paired,2,57.09888855823954,-9.603033609671062
1374,ab072_A08,1,RBD,paired,3,36.03290846231659,-14.784698904893325
1375,ab072_D05,1,RBD,paired,5,45.26810676180554,3.464330527442465
1376,ab072_G03,1,RBD,paired,3,26.39135129531958,-9.567990968773486
1377,ab076,0,RBD,paired,2,59.78070553054901,-8.66069366892133
1378,ab077,0,RBD,paired,5,43.248920020418694,7.533741828039822
1379,ab079,0,RBD,paired,2,60.073134837796474,-10.255423666522626
1380,ab090,1,RBD,paired,5,44.644123289926924,0.8460225196820577
1381,ab090_A08,1,RBD,paired,8,28.500628917541093,-8.498020661463451
1382,ab090_C10,1,RBD,paired,8,20.0358649346667,-5.870857508745065
1383,ab090_D08,1,RBD,paired,3,17.367995470850882,-0.9317687362343178
1384,ab094,0,RBD,paired,5,39.97933534385862,10.502139808193133
1385,ab109,0,RBD,paired,3,30.612902812551923,-0.9316426335623929
1386,ab114,0,RBD,paired,8,18.22758423614873,0.68363045193246
1387,ab117,0,RBD,paired,2,58.84089272038737,-10.165563089754649
1388,ab119,0,RBD,paired,5,43.38617610985678,5.311943626412892
1389,ab123,0,RBD,paired,2,55.63485422053316,-10.259720438872275
1390,ab144,0,RBD,paired,5,35.3190659851824,8.222711584593252
1391,ab152,0,RBD,paired,2,51.01476718651143,-6.584355400887132
1392,ab166,0,RBD,paired,2,47.51167804142202,2.8850585005066387
1393,ab177,0,RBD,paired,2,56.811915495312135,-10.449242272568327
1394,ab185,0,RBD,paired,2,58.29353874205759,-9.449434349322006
1395,ab189,0,RBD,paired,3,35.002638745160404,-15.621945216227273
1396,ab194,0,RBD,paired,2,42.45277138673327,4.345528480255911
1397,ab198,0,RBD,paired,5,35.81613825228336,4.994540124272143
1398,ab200,0,RBD,paired,2,46.625711333938476,1.441139778996665
1399,ADG-1,1,other,paired,1,-7.552582246995023,3.9683886428142925
1400,ADG-3,1,other,paired,4,-6.611343968886228,0.7037021094693036
1401,ADI-55688,1,RBD,paired,7,-8.377763276444336,11.51024057507874
1402,ADI-55689,1,other,paired,1,-7.500326220087573,4.0535063283773605
1403,aRBD-2,1,RBD,light_missing_or_single_chain,6,-12.990072899336742,-31.39735047094234
1404,aRBD-3,1,RBD,light_missing_or_single_chain,6,-12.287228537632133,-30.63585999416612
1405,aRBD-41,1,RBD,light_missing_or_single_chain,6,-12.538573486140274,-29.981049397391114
1406,aRBD-42,1,RBD,light_missing_or_single_chain,6,-13.640566061058877,-31.99047665488844
1407,aRBD-54,1,RBD,light_missing_or_single_chain,6,-12.906619097469637,-30.127150290503135
1408,aRBD-7,1,RBD,light_missing_or_single_chain,6,-14.867981708272751,-34.10473033270732
1409,Asarnow_3D11,1,RBD,paired,1,0.0417339957991677,2.2731280789669315
1410,Asarnow_5A6,1,RBD,paired,7,-1.7815055303748633,10.025823941914068
1411,B01,1,RBD,light_missing_or_single_chain,6,-14.289695670432538,-33.40945487821007
1412,B07,1,RBD,paired,7,-3.5973614758277987,16.020235183344006
1413,B10,1,RBD,paired,8,-11.916128993641827,-1.4122878488961483
